"Sexe"	"Commune de travail"	"1996 T4"	"1997 T4"	"1998 T4"	"1999 T4"	"2000 T4"	"2001 T4"	"2002 T4"	"2003 T4"	"2004 T4"	"2005 T4"	"2006 T4"	"2007 T4"	"2008 T4"	"2009 T4"	"2010 T4"	"2011 T4"	"2012 T4"	"2013 T4"	"2014 T4"
"Sexe - Total"	"……Samedan"	92.8	77.6	84.2	86.0	103.9	134.0	135.8	84.8	90.4	83.4	106.3	114.4	129.0	140.8	162.6	170.5	198.9	234.5	276.6
"Sexe - Total"	"……St. Moritz"	376.9	360.6	404.7	482.9	571.3	662.3	593.0	616.1	618.4	601.3	597.6	651.9	699.9	686.2	771.3	867.0	890.6	1011.6	1008.4
"Sexe - Total"	"……S-chanf"	0.9	0.9	2.8	2.8	2.8	3.8	4.7	4.7	2.7	2.6	0.9	3.4	5.1	5.1	8.4	5.9	5.9	10.2	16.6
"Sexe - Total"	"……Sils im Engadin/Segl"	95.7	87.1	116.3	151.2	187.9	208.5	155.6	162.0	198.9	182.0	168.1	150.5	158.1	181.8	204.6	218.9	228.6	260.7	253.3
"Sexe - Total"	"……Silvaplana"	131.6	112.6	136.2	136.1	143.5	173.6	181.0	168.6	171.8	176.1	176.6	195.2	189.7	214.2	215.5	217.2	212.5	198.9	211.8
"Sexe - Total"	"……Zuoz"	18.9	15.1	15.1	18.9	18.9	24.5	19.8	18.8	17.2	22.1	26.6	30.1	29.9	19.6	39.4	63.6	68.8	87.2	57.3
"Sexe - Total"	"……Bregaglia"	356.1	331.2	308.3	313.7	324.8	368.0	330.9	264.7	229.6	213.5	235.8	248.6	258.1	276.5	278.3	295.2	317.0	304.7	336.4
"Sexe - Total"	"……Buseno"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	2.6	2.6	1.7	1.7	1.7	0.0	0.0
"Sexe - Total"	"……Castaneda"	1.9	3.8	4.7	4.7	5.7	5.7	4.7	4.7	5.4	6.8	5.1	9.5	11.1	11.1	9.2	11.9	14.4	14.4	11.6
"Sexe - Total"	"……Rossa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3
"Sexe - Total"	"……Santa Maria in Calanca"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lostallo"	2.8	2.8	0.0	0.0	0.0	0.0	0.0	0.0	1.8	5.1	1.7	2.6	4.3	1.7	0.8	1.7	2.5	1.7	4.2
"Sexe - Total"	"……Mesocco"	0.9	1.9	1.9	2.8	0.9	1.9	1.9	0.9	7.2	1.7	2.6	8.6	15.4	13.7	9.2	17.0	22.9	16.1	18.3
"Sexe - Total"	"……Soazza"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.8	0.9	2.6	3.4	5.1	6.0	9.2	11.0	8.5	5.1	7.5
"Sexe - Total"	"……Cama"	0.9	0.9	0.0	0.0	0.9	0.9	1.9	0.0	1.8	1.7	1.7	0.9	0.0	2.6	2.5	1.7	5.9	5.1	7.5
"Sexe - Total"	"……Grono"	21.8	18.9	17.0	13.2	17.9	18.9	23.6	17.9	22.6	19.6	23.2	27.5	22.2	24.8	34.4	36.5	42.5	66.9	73.9
"Sexe - Total"	"……Leggia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.9	0.0	0.0	0.0	0.8	0.0	0.0	0.8	0.8
"Sexe - Total"	"……Roveredo (GR)"	17.0	16.1	9.5	11.3	9.4	7.5	5.7	5.7	4.5	3.4	3.4	5.2	7.7	6.8	11.7	19.5	25.5	38.1	49.8
"Sexe - Total"	"……San Vittore"	0.9	1.9	2.8	1.9	3.8	8.5	12.3	22.6	17.2	18.7	30.9	34.4	41.9	46.9	77.1	89.1	91.8	80.4	105.5
"Sexe - Total"	"……Verdabbio"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Calanca"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	5.1	3.4	2.6	6.8	5.1	4.2	3.4	3.4	4.2	5.8
"Sexe - Total"	"……Val Müstair"	250.0	217.7	227.0	205.1	243.6	247.2	248.9	211.0	184.4	173.5	193.8	211.6	252.1	268.9	292.6	324.9	346.7	337.8	367.1
"Sexe - Total"	"……Davos"	0.0	0.0	0.0	0.0	0.0	1.9	0.9	3.8	5.4	5.1	6.0	6.9	9.4	4.3	8.4	13.6	15.3	16.9	24.1
"Sexe - Total"	"……Fideris"	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Furna"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Jenaz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Klosters-Serneus"	0.0	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.8	0.9	0.9	0.0	1.7	2.6	5.0	5.9	6.8	7.6	7.5
"Sexe - Total"	"……Conters im Prättigau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Küblis"	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.9	0.9	0.0	0.0	0.9	0.9	0.9	1.7	1.7	0.0	0.8	0.8
"Sexe - Total"	"……Saas"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Luzein"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……St. Antönien"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Chur"	24.6	29.3	28.4	29.3	23.6	27.4	24.5	31.1	34.4	38.3	44.6	58.5	71.8	74.3	88.9	120.5	136.0	176.9	197.7
"Sexe - Total"	"……Churwalden"	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2.6	1.7	3.4	5.1	3.4	3.3
"Sexe - Total"	"……Arosa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.6	1.7	1.7	0.8	3.4	6.6
"Sexe - Total"	"……Maladers"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Tschiertschen-Praden"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Haldenstein"	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.9	0.0	0.0	0.8	3.4	1.7	1.7	2.5
"Sexe - Total"	"……Trimmis"	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	2.6	2.6	1.7	3.4	3.4	6.8	7.6	7.5
"Sexe - Total"	"……Untervaz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	1.7	2.6	2.6	3.4	3.4	3.4	3.4	5.9	4.2
"Sexe - Total"	"……Zizers"	0.0	0.9	0.9	0.9	0.9	1.9	0.9	0.0	0.0	0.0	0.0	0.9	2.6	5.1	6.7	6.8	6.8	11.0	9.1
"Sexe - Total"	"……Fläsch"	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Jenins"	3.8	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	1.7	0.9	3.4	12.6	18.7	17.8	14.4	15.0
"Sexe - Total"	"……Maienfeld"	1.9	1.9	0.9	1.9	2.8	4.7	3.8	5.7	6.3	6.0	6.0	5.2	6.8	4.3	6.7	11.0	12.7	11.9	12.5
"Sexe - Total"	"……Malans"	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.9	0.8	1.7	2.5	22.9	19.1
"Sexe - Total"	"……Landquart"	3.8	2.8	8.5	11.3	21.7	24.5	28.3	27.3	28.9	40.0	45.4	43.0	37.6	77.7	107.3	119.6	128.3	142.2	134.6
"Sexe - Total"	"……Grüsch"	0.0	0.0	0.9	1.9	0.9	0.9	0.9	1.9	2.7	1.7	1.7	0.0	2.6	0.9	0.0	0.0	0.8	2.5	5.0
"Sexe - Total"	"……Schiers"	0.9	1.9	3.8	2.8	0.9	0.9	0.9	0.9	0.9	0.9	0.9	2.6	5.1	6.0	5.0	6.8	6.8	6.8	8.3
"Sexe - Total"	"……Seewis im Prättigau"	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Breil/Brigels"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0
"Sexe - Total"	"……Disentis/Mustér"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	5.0
"Sexe - Total"	"……Medel (Lucmagn)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Sumvitg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	5.1	7.6	4.2
"Sexe - Total"	"……Tujetsch"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	2.5	1.7	1.7	0.8
"Sexe - Total"	"……Trun"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.7
"Sexe - Total"	"- Aargau"	8291.9	7813.3	7525.6	7515.1	7802.1	8161.3	8023.1	7996.2	7977.6	8194.9	8789.5	9676.4	9968.0	10765.6	11433.0	11949.5	12611.4	12835.9	13234.4
"Sexe - Total"	"……Aarau"	66.3	65.3	61.5	65.2	70.8	77.4	92.4	176.2	168.2	229.6	281.2	483.3	480.3	523.2	485.4	487.8	492.9	529.1	586.4
"Sexe - Total"	"……Biberstein"	0.0	0.0	0.0	0.0	1.9	0.9	0.9	0.9	0.9	1.7	0.9	0.9	0.0	0.9	0.8	0.8	0.8	0.8	0.0
"Sexe - Total"	"……Buchs (AG)"	16.1	17.0	16.1	13.2	15.1	15.1	16.0	15.1	21.7	22.1	24.9	27.5	33.3	40.1	46.9	50.1	53.5	59.3	64.8
"Sexe - Total"	"……Densbüren"	0.9	0.9	0.9	0.9	1.9	0.9	0.9	0.9	1.8	1.7	1.7	2.6	0.9	1.7	0.8	13.6	12.7	10.2	7.5
"Sexe - Total"	"……Erlinsbach (AG)"	1.9	2.8	2.8	2.8	3.8	0.9	0.9	2.8	5.4	4.3	4.3	3.4	2.6	3.4	3.4	3.4	5.9	6.8	8.3
"Sexe - Total"	"……Gränichen"	8.5	6.6	7.6	8.5	6.6	7.5	7.5	6.6	8.1	9.4	9.4	6.0	8.5	7.7	7.5	8.5	9.3	11.0	13.3
"Sexe - Total"	"……Hirschthal"	0.0	0.0	0.0	0.0	0.0	0.0	1.9	2.8	0.9	1.7	1.7	1.7	3.4	2.6	21.8	5.9	5.9	8.5	9.1
"Sexe - Total"	"……Küttigen"	3.8	3.8	2.8	2.8	2.8	3.8	6.6	6.6	7.2	6.8	7.7	8.6	7.7	10.2	13.4	15.3	17.0	16.1	11.6
"Sexe - Total"	"……Muhen"	0.9	1.9	3.8	2.8	0.9	0.9	0.9	0.9	1.8	4.3	5.1	5.2	7.7	6.8	4.2	2.5	2.5	0.8	3.3
"Sexe - Total"	"……Oberentfelden"	15.2	14.2	11.3	8.5	14.2	19.8	19.8	17.9	17.2	19.6	19.7	24.1	43.6	32.4	38.6	45.0	43.3	48.3	48.2
"Sexe - Total"	"……Suhr"	78.6	63.4	61.5	48.2	7.6	14.2	7.5	9.4	13.6	17.9	15.4	25.8	24.8	27.3	165.2	61.1	64.6	79.6	90.5
"Sexe - Total"	"……Unterentfelden"	0.9	0.9	0.9	0.9	7.6	5.7	4.7	6.6	4.5	5.1	8.6	10.3	12.0	14.5	19.3	22.1	22.1	19.5	18.3
"Sexe - Total"	"……Baden"	1097.7	1048.6	1033.6	1010.1	1026.4	1112.4	1075.7	1071.1	1060.5	1029.1	1070.9	1055.3	1057.1	1081.4	1105.0	1174.1	1218.6	1238.5	1223.5
"Sexe - Total"	"……Bellikon"	0.0	0.9	0.9	1.9	1.9	1.9	1.9	0.9	0.9	1.7	2.6	2.6	4.3	4.3	5.9	7.6	8.5	6.8	8.3
"Sexe - Total"	"……Bergdietikon"	11.4	10.4	12.3	12.3	13.2	14.2	13.2	14.1	16.3	14.5	13.7	14.6	16.2	16.2	17.6	17.0	18.7	15.2	15.0
"Sexe - Total"	"……Birmenstorf (AG)"	18.9	17.0	16.1	16.1	18.9	24.5	19.8	17.9	20.8	14.5	14.6	12.0	16.2	12.8	13.4	12.7	13.6	21.2	25.7
"Sexe - Total"	"……Ennetbaden"	7.6	7.6	8.5	8.5	8.5	10.4	9.4	9.4	9.0	11.9	14.6	12.9	15.4	17.1	20.1	25.4	29.7	32.2	29.1
"Sexe - Total"	"……Fislisbach"	2.8	4.7	4.7	5.7	6.6	9.4	8.5	4.7	7.2	8.5	8.6	10.3	8.5	7.7	6.7	6.8	10.2	12.7	15.8
"Sexe - Total"	"……Freienwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Gebenstorf"	9.5	8.5	4.7	7.6	9.4	10.4	8.5	9.4	8.1	7.7	9.4	6.0	8.5	22.2	32.7	33.1	34.8	35.6	31.6
"Sexe - Total"	"……Killwangen"	0.9	1.9	2.8	3.8	7.6	9.4	9.4	4.7	4.5	5.1	6.0	6.0	5.1	8.5	9.2	6.8	4.2	5.9	8.3
"Sexe - Total"	"……Künten"	1.9	0.9	0.0	0.0	0.0	2.8	1.9	2.8	2.7	3.4	4.3	3.4	3.4	3.4	5.0	5.9	6.8	3.4	4.2
"Sexe - Total"	"……Mägenwil"	20.8	14.2	8.5	7.6	8.5	11.3	10.4	14.1	11.8	10.2	15.4	11.2	11.1	13.7	20.1	22.1	22.1	27.1	24.1
"Sexe - Total"	"……Mellingen"	10.4	8.5	9.5	8.5	8.5	8.5	9.4	8.5	16.3	20.4	21.4	20.6	20.5	20.5	21.0	20.4	21.2	21.2	19.9
"Sexe - Total"	"……Neuenhof"	28.4	24.6	26.5	23.6	22.7	23.6	27.3	25.4	42.5	50.2	58.3	64.5	82.9	87.9	84.7	84.0	90.1	85.5	89.7
"Sexe - Total"	"……Niederrohrdorf"	2.8	1.9	0.0	0.9	1.9	1.9	1.9	1.9	3.6	4.3	3.4	7.7	7.7	5.1	3.4	4.2	5.9	10.2	8.3
"Sexe - Total"	"……Oberrohrdorf"	0.9	0.0	0.9	0.0	0.0	0.9	1.9	1.9	0.9	1.7	1.7	1.7	1.7	1.7	0.8	1.7	0.8	1.7	1.7
"Sexe - Total"	"……Obersiggenthal"	58.7	58.7	58.6	61.4	55.7	63.2	65.1	64.1	66.9	69.7	77.2	85.1	68.4	64.0	58.7	60.2	72.2	76.2	77.2
"Sexe - Total"	"……Remetschwil"	4.7	5.7	5.7	3.8	4.7	4.7	4.7	4.7	4.5	4.3	4.3	4.3	5.1	6.0	7.5	9.3	11.0	9.3	9.1
"Sexe - Total"	"……Spreitenbach"	58.7	48.3	48.2	52.9	57.6	57.6	51.9	53.7	57.0	63.8	70.3	72.2	92.3	91.3	98.9	111.1	116.4	113.4	110.5
"Sexe - Total"	"……Stetten (AG)"	4.7	4.7	4.7	3.8	5.7	6.6	6.6	7.5	7.2	9.4	13.7	13.8	13.7	15.4	15.9	17.8	17.0	12.7	14.1
"Sexe - Total"	"……Turgi"	299.3	256.5	251.5	261.7	323.9	321.7	303.6	203.5	197.1	194.8	219.5	238.2	236.7	235.6	241.5	230.7	229.5	215.0	216.0
"Sexe - Total"	"……Untersiggenthal"	77.7	76.7	83.2	81.3	85.9	101.0	92.4	89.5	96.7	92.7	102.9	104.9	104.3	116.1	119.1	124.7	124.9	105.8	108.0
"Sexe - Total"	"……Wettingen"	109.9	104.1	103.1	104.9	114.3	104.7	98.0	105.5	104.9	97.8	110.6	129.0	125.6	135.7	147.6	162.0	167.4	166.8	176.1
"Sexe - Total"	"……Wohlenschwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.9	0.8	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Würenlingen"	119.3	106.9	107.8	104.9	116.1	125.5	111.2	102.7	77.8	83.4	92.6	108.4	117.9	120.3	127.4	128.9	126.6	119.4	113.8
"Sexe - Total"	"……Würenlos"	29.4	25.6	21.8	21.7	27.4	24.5	24.5	23.6	23.5	23.8	25.7	24.1	28.2	29.9	37.7	36.5	39.1	44.0	39.9
"Sexe - Total"	"……Ehrendingen"	4.7	10.4	8.5	6.6	7.6	9.4	9.4	11.3	9.9	10.2	10.3	8.6	8.5	6.8	9.2	13.6	12.7	13.5	14.1
"Sexe - Total"	"……Arni (AG)"	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.0
"Sexe - Total"	"……Berikon"	0.9	0.9	0.0	0.0	0.9	1.9	0.9	4.7	5.4	6.0	6.9	3.4	5.1	6.0	5.9	6.8	4.2	5.1	6.6
"Sexe - Total"	"……Bremgarten (AG)"	9.5	6.6	7.6	5.7	5.7	9.4	12.3	11.3	15.4	16.2	16.3	18.9	16.2	17.1	12.6	14.4	20.4	23.7	22.4
"Sexe - Total"	"……Büttikon"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Dottikon"	37.9	41.6	37.8	33.1	33.0	36.8	37.7	30.1	30.7	27.2	29.2	37.0	41.0	41.0	52.0	49.2	57.8	62.6	65.6
"Sexe - Total"	"……Eggenwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Fischbach-Göslikon"	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.8	0.8	1.7	1.7	1.7
"Sexe - Total"	"……Hägglingen"	0.9	0.9	0.0	1.9	4.7	7.5	7.5	8.5	9.0	6.8	6.9	6.9	7.7	8.5	9.2	11.0	11.0	9.3	10.0
"Sexe - Total"	"……Jonen"	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Niederwil (AG)"	1.9	0.9	1.9	0.9	0.0	0.9	1.9	1.9	1.8	1.7	1.7	2.6	3.4	5.1	4.2	5.1	7.6	10.2	10.8
"Sexe - Total"	"……Oberlunkhofen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.8	0.8	1.7	0.8	0.8
"Sexe - Total"	"……Oberwil-Lieli"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8
"Sexe - Total"	"……Rudolfstetten-Friedlisberg"	6.6	9.5	11.3	14.2	16.1	14.2	15.1	15.1	12.7	12.8	12.9	12.9	12.0	11.9	19.3	22.9	24.6	22.9	24.9
"Sexe - Total"	"……Sarmenstorf"	0.9	0.9	0.9	1.9	0.9	0.9	0.9	0.9	0.9	1.7	2.6	2.6	1.7	0.9	1.7	2.5	3.4	5.1	5.0
"Sexe - Total"	"……Tägerig"	0.0	0.9	0.9	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.8	0.8	0.8	1.7	0.8
"Sexe - Total"	"……Uezwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Unterlunkhofen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Villmergen"	16.1	14.2	11.3	11.3	13.2	12.3	19.8	18.8	17.2	14.5	16.3	17.2	15.4	17.9	19.3	19.5	20.4	23.7	24.1
"Sexe - Total"	"……Widen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	2.6	3.4	4.3	5.1	10.9	2.5	4.2	4.2	3.3
"Sexe - Total"	"……Wohlen (AG)"	16.1	15.1	18.0	22.7	20.8	23.6	24.5	23.6	28.9	31.5	30.0	34.4	32.5	33.3	42.8	46.7	66.3	60.1	59.8
"Sexe - Total"	"……Zufikon"	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	3.4	3.4	5.9	5.1	5.1	4.2
"Sexe - Total"	"……Islisberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Auenstein"	0.9	0.9	0.9	0.9	0.9	0.9	0.0	0.9	0.9	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.8	0.8	1.7
"Sexe - Total"	"……Birr"	51.1	58.7	53.0	61.4	62.3	61.3	36.8	37.7	41.6	49.3	53.2	136.7	175.2	174.1	196.2	168.8	143.6	139.7	137.1
"Sexe - Total"	"……Birrhard"	7.6	7.6	6.6	6.6	5.7	7.5	8.5	7.5	6.3	5.1	5.1	0.0	0.9	1.7	1.7	2.5	3.4	3.4	5.0
"Sexe - Total"	"……Bözen"	0.9	3.8	1.9	0.9	0.0	0.0	0.0	0.0	0.0	0.9	2.6	2.6	3.4	5.1	5.0	5.1	5.1	1.7	1.7
"Sexe - Total"	"……Brugg"	176.2	162.8	149.4	148.4	157.7	163.2	161.2	164.9	165.4	163.3	194.6	221.0	229.9	237.3	249.0	263.8	271.1	259.9	279.1
"Sexe - Total"	"……Effingen"	8.5	7.6	4.7	4.7	7.6	7.5	9.4	9.4	8.1	10.2	11.1	10.3	12.8	17.1	13.4	15.3	17.8	22.0	21.6
"Sexe - Total"	"……Elfingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	0.9	0.9	1.7	1.7	0.8	0.8	1.7	2.5	2.5
"Sexe - Total"	"……Habsburg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Hausen (AG)"	4.7	3.8	3.8	4.7	5.7	7.5	5.7	5.7	6.3	5.1	6.0	4.3	5.1	5.1	6.7	5.9	6.8	5.9	5.8
"Sexe - Total"	"……Lupfig"	7.6	15.1	18.0	12.3	18.9	23.6	42.4	39.6	37.1	44.2	50.6	34.4	45.3	61.5	58.7	58.5	60.3	60.9	53.2
"Sexe - Total"	"……Mandach"	1.9	0.0	1.9	0.9	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Mönthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.7	1.7
"Sexe - Total"	"……Mülligen"	0.9	0.9	0.0	0.0	0.0	0.9	1.9	1.9	0.9	0.9	0.9	0.9	0.9	0.9	0.8	0.8	1.7	1.7	2.5
"Sexe - Total"	"……Remigen"	7.6	7.6	7.6	7.6	7.6	7.5	8.5	8.5	8.1	6.8	6.9	6.9	9.4	8.5	9.2	7.6	7.6	7.6	10.0
"Sexe - Total"	"……Riniken"	2.8	0.9	1.9	0.9	0.9	1.9	1.9	2.8	2.7	2.6	2.6	3.4	4.3	4.3	4.2	4.2	4.2	4.2	4.2
"Sexe - Total"	"……Rüfenach"	1.9	1.9	1.9	3.8	4.7	1.9	3.8	1.9	1.8	1.7	1.7	3.4	6.0	8.5	5.9	5.1	3.4	2.5	2.5
"Sexe - Total"	"……Scherz"	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Schinznach-Bad"	7.6	7.6	7.6	10.4	21.7	32.1	28.3	23.6	27.1	27.2	30.0	29.2	23.9	25.6	26.8	32.2	34.8	34.7	37.4
"Sexe - Total"	"……Thalheim (AG)"	1.9	1.9	1.9	1.9	3.8	2.8	3.8	3.8	4.5	5.1	7.7	8.6	8.5	7.7	11.7	11.0	11.0	10.2	10.0
"Sexe - Total"	"……Veltheim (AG)"	0.9	0.0	0.0	2.8	0.0	2.8	0.0	0.0	0.0	4.3	7.7	14.6	24.8	25.6	19.3	20.4	15.3	16.1	15.8
"Sexe - Total"	"……Villigen"	76.7	80.4	83.2	91.7	94.4	99.1	103.7	107.4	100.4	100.4	101.2	110.1	124.8	131.4	134.1	139.1	147.0	136.3	141.2
"Sexe - Total"	"……Villnachern"	1.9	0.9	1.9	0.9	0.9	1.9	2.8	3.8	3.6	3.4	6.0	2.6	0.9	0.9	1.7	0.8	2.5	0.0	0.0
"Sexe - Total"	"……Windisch"	44.5	44.5	40.7	35.9	28.3	34.9	31.1	33.9	35.3	32.3	35.2	35.3	40.2	46.1	45.3	56.0	61.2	67.7	75.6
"Sexe - Total"	"……Bözberg"	3.8	5.7	5.7	4.7	1.9	1.9	0.9	0.9	0.9	0.9	0.9	0.9	1.7	1.7	1.7	1.7	1.7	11.9	10.0
"Sexe - Total"	"……Schinznach"	1.9	2.8	0.9	0.9	0.9	0.9	2.8	1.9	2.7	2.6	1.7	3.4	5.1	5.1	5.0	7.6	10.2	9.3	9.1
"Sexe - Total"	"……Beinwil am See"	1.9	1.9	1.9	2.8	2.8	2.8	2.8	2.8	2.7	2.6	2.6	3.4	4.3	2.6	1.7	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Birrwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
